year,route1,highpoint,route
2012,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(6000m),C2(6400m),C3(7300m),C4(7900m),Smt(18-19,21-22/05)"
2013,S Col-SE Ridge,8850,Smt(10/05)
2013,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(19/04,6000m),C2(23/04,6400m),C3(29/04,7300m),C4(10/05,7900m),Smt(11/05)"
2013,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(23/04,6100m),C2(28/04,6500m),C3(14/05,7000m),C4(15/05,7900m),Smt(17/05)"
2013,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(24/04,6000m),C2(25/05,6400m),C3(16/05,7200m),C4,17/05,8000m),Smt(19-21/05)"
2013,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(24/04,6000m),C2(25/04,6400m),C3(01/05,7300m),C4(15/05,7900m),Smt(17,21-22/05)"
2013,S Col-SE Ridge,8850,"BC(20/04,5350m),C1(24/04,6050m),C2(26/04,6400m),C3(10/05,7300m),C4(11/05,7900m),Smt(13,19,23/05)"
2013,S Col-SE Ridge,8850,"BC(15/04,5350m),C2(22/04,6400m),C3(04/05,7300m),C4(31/05,7900m),Smt(22/05)"
2013,S Col-SE Ridge,8850,"BC(22/04,5350m),C1(26/04,6000m),C2(28/04,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(30/04,6000m),C2(01/05,6400m),C3(16/05,7300m),C4(17/05,7900m),Smt(18/05)"
2013,S Col-SE Ridge,8850,"BC(09/04,5350m),C2(03/05,6400m),C3(04/05,7300m),C4(19/05,7900m),Smt(20/05)"
2013,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(6000m),C2(27/04,6400m),C3(19/05,7300m),C4(20/05,7900m),Smt(21/05)"
2013,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(26/04,6000m),C2(27/04,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(26/04,6000m),C2(27/04,6400m),C3(16/05,7300m),C4(17/05,7900m),Smt(18/05)"
2013,S Col-SE Ridge,8850,"BC(09/04,5340m),C2(27/04,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19,21/05)"
2013,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(16/05,6100m),C2(17/05,6550m),C3(19/05,7000m),C4(20/05,7900m),Smt(21/05)"
2013,S Col-SE Ridge,8850,"Smt(21,23/05)"
2013,S Col-SE Ridge,8850,"BC(17/04),C1,C2,C3,C4,Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(27/04,6000m),C2(28/04,6500m),C3(09/05,7200m),C4(20/05,7900m),Smt(21/05)"
2013,S Col-SE Ridge,8850,"BC(20/04,5360m),C2(27/04,6450m),C3(04/05,7080m),C4(19/05,7090m),Smt(20/05)"
2013,S Col-SE Ridge,8850,Smt(20/05)
2013,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(21/04,6000m),C2(23/04,6400m),C3(21/05,7300m),C4(22/05,7900m),Smt(23/05)"
2013,S Col-SE Ridge,8850,Smt(19/05)
2013,S Col-SE Ridge,8850,"BC(27/03,5350m),C1(19/04,6000m),C2(29/04,6400m),C3(30/04,7300m),C4(16/05,7900m),Smt(17-19,24/05)"
2013,S Col-SE Ridge,8850,"BC(11/04,5300m),C1(16/04,6000m),C2(21/04,6400m),C3(7200m),C4(18/05,7950m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(24/04,6050m),C2(25/04,6400m),C3(10/05,7300m),C4(11/05,7900m),Smt(13/05)"
2013,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(22/04,6000m),C2(24/04,6400m),C3(05/05,7300m),C4(20/05,7900m),Smt(22/05)"
2013,S Col-SE Ridge,8850,"BC(06/05,5350m),C1(6000m),C2(15/05,6400m),C3(17/05,7200m),C4(19/05,7950m),Smt(20/05)"
2013,S Col-SE Ridge,8850,"BC(15/04,5350m),C2(24/04,6400m),C3(04/05,7300m),C4(22/05,7900m),Smt(23/05)"
2013,S Col-SE Ridge,8850,"BC(07/05,5350m),C2(16/05,6400m),C3(20/05,7300m),C4(21/05,7900m),Smt(22/05)"
2013,S Col-SE Ridge,8850,"BC(11/04,5300m),C1(16/04,6000m),C2(21/04,6400m),C3(07/05,7100m),C4(17/05,8000m),Smt(18/05)"
2013,S Col-SE Ridge,8850,"BC(25/04,5350m),C2(30/04,6400m),C3(04/05,7350m),C4(16/05,7900m),Smt(18/05)"
2013,S Col-SE Ridge,8850,"BC(07/04,5350m),C1(13/05,6100m),C2(19/04,6600m),C3(29/04,7300m),C4(12/05,7950m),Smt(13/05)"
2013,S Col-SE Ridge,8850,"BC(28/04,5300m),C1(02/05,6000m),C2(08/05,6300m),C3(18/05,7005m),C4(19/05,7900m),Smt(20/05)"
2013,S Col-SE Ridge,8850,"BC(21/04,5350m),C1(27/04,6000m),C2(28/04,6400m),C3(02/05,7300m),C4(21/05,7900m),Smt(23/05)"
2013,S Col-SE Ridge,8850,"BC(05/04,5350m),C1(14/04,5800m),C2(16/04,6400m),C3(04/05,7300m),C4(15/05,7900m),Smt(17/05)"
2013,S Col-SE Ridge,8850,"BC(17/04,5400m),C1(07-08/05,6000m),C2(09/05,6500m),C3(19/05,7300m,C4(20/05,8000m),Smt(21/05)"
2013,S Col-SE Ridge,8850,"BC(22/04,5350m),C1(26/04,6000m),C2(29/04,6400m),C3(17/05,7200m),C4(18/05,8000m),Smt(19-20/05)"
2013,S Col-SE Ridge,8850,"BC(21/04,5350m),C2(28/04,6400m),C3(11/05,7300m),C4(18/04,7900m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(22/04,5900m),C2(23/04,6400m),C3(14/05,7100m),C4(15/05,7900m),Smt(17/05)"
2013,S Col-SE Ridge,8850,"BC(12/04,5330m),C1(20/04,6100m),C2(24/04,6400m),C3(15-16/05,7160m),C4(16-17/05,7950m),Smt(18-19/05)"
2013,S Col-SE Ridge,8850,"BC(09/05,5300m),C2(17/05,6400m),C3(19/05,7100m),C4(20/05,8000m),Smt(21/05)"
2013,S Col-SE Ridge,8850,"BC(17/04,5300m),C1(24/04,6100m),C2(16/05,6400m),C3(17/05,7500m),C4(18/05,7850m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(21/04,6000m),C2(23/04,6400m),C3(19/05,7400m),C4(20/05,7900m),Smt(22/05)"
2013,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(15/04,5900m),C2(16/04,6350m),C4(17/05,7900m),Smt(22/05)"
2013,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(21/04,5900m),C2(23/04,6500m),C3(15/05,7400m),C4(17/05,7900m),Smt(18,22/05)"
2013,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(16/04,6050m),C2(22/04,6450m),C3(16/05,7100m),C4(17/05,7900m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(13/04,5225m),C1(24/04,6000m),C2(28/04,6400m),C3(06/05,7200m),C4(18/05,7900m),Smt(19-20/05)"
2013,S Col-SE Ridge,8850,"BC(05/04,5350m),C1(18/04,6035m),C2(25/04,6500m),C3(07/05,7300m),C4(22/05,7900m),Smt(23/05)"
2013,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(16/05,6000m),C2(17/05,6400m),C3(19/05,7100m),IntCmp(20/05,7600m),C4(21/05,7900m),C5(22/05,8500m),Smt(23/05)"
2013,S Col-SE Ridge,8850,"BC(09/04,5300m),C1(01/05,6100m),C2(24/04,6400m),C3(04/05,7400m),C4(09/05,7900m),Smt(10,23/05)"
2013,S Col-SE Ridge,8850,"BC(17/04,5300m),C1(23/04,6000m),C2(28/04,6400m),C3(02/05,7000m),C4(18/05,7900m),Smt(19-20,23)"
2013,S Col-SE Ridge,8850,"BC(10/04,5325m),C1(19/04,6900m),C2(21/04,6700m),C3(29/04,7300m),C4(17/05,7900m),Smt(18,20-21/05)"
2013,S Col-SE Ridge,8850,"BC(05/04,5500m),C2(28/04,6400m),C3(16/05,7100m),C4(17/05,8000m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(23/04,5350m),C1(29/04,6100m),C2(04/05,6400m),C3(06/05,7100m),C4(18/05,7900m),Smt(19-20/05)"
2013,S Col-SE Ridge,8850,"BC(12/04,5300m),C1(24/04,6100m),C2(30/04,6400m),C3(16/05,7200m),C4(17/05,8000m),Smt(19/05)"
2013,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(26/04,6000m),C2(02/05,6400m),C3(19/05,7350m),C4(20/05,7900m),Smt(22/05)"
2013,S Col_SE Ridge,8850,Smt(19/05)
2014,S Col-SE Ridge,8850,"BC(07/05,5350m),C2(10/05,6450m),C3(16/05,7400m),C4(22/05,7950m),Smt(23/05)"
2016,S Col-SE Ridge,8850,"BC(10/04,5300m),C1(6100m),C2(6490m),C3(7150m),C4(7950m),Smt(11-13,21/05)"
2016,S Col-SE Ridge,8850,Smt(11/05)
2016,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(15,19-21/05)"
2016,S Col-SE Ridge,8850,"BC(20/04,5350m),C1(27/04,6000m),C2(28/04,6300m),C3(18/05,7100m),C4(19/05,7900m),Smt(20/05)"
2016,S Col-SE Ridge,8850,Smt(16/05)
2016,S Col-SE Ridge,8850,"BC(19/04,5350m),C2(25/04,6400m),C3(13/05,7100m),C(14/05,7900m),Smt(15-16,19/05)"
2016,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(23/04,6100m),C2(26/04,6473m),C3(30/04,7100m),C4(14/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(12/04,6100m),C2(14/04,6500m),C3(30/04,7300m),C4(20/05,8000m),Smt(21,23/05)"
2016,S Col-SE Ridge,8850,"BC(10/04,5267m),C1(28/04,6057m),C2(29/04,6493m),C3(03/05,7249m),C4(12/05,7900m),Smt(13/05)"
2016,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(20/04,6100m),C2(22/05,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19-20/05)"
2016,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(20/04,6100m),C2(22/05,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(16/04,5250m),C1(19/04,6000m),C2(26/04,6400m),C3(12/05,7000m),C4(13/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(21/04,5300m),C1(25/04,6000m),C2(26/04,6350m),C3(10/05,7100m),C4(11/05,7950m),Smt(12/05)"
2016,S Col-SE Ridge,8850,"BC(20/04,5350m),C2(26/04,6475m),C3(02/05,7000m),C4(18/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(19/04,6000m),C2(20/04,6400m),C3(16/05,7200m),C4(17/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(14/04,5300m),C1(20/04,6000m),C2(26/04,6400m),C3(11/05,7200m),C4(13/05,8000m),Smt(13/05)"
2016,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(25/04,6100m),C2(26/04,6400m),C3(16/03,7100m),C4(17/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(14/04,5300m),C1(22/04,6100m),C2(24/04,6550m),C3(18/05,7300m),C4(19/04,7950m),Smt(21/05)"
2016,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(20/04,6000m),C2(25/04,6650),C3(7200m),C4(12/05,7900m),Smt(13/05)"
2016,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(20/04,6000m),C2(22/04,6400m),C3(16/05,7200m),C4(17/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(04/05,6000m),C2(06/05,6200m),C3(08/05,7200m),C4(19/05,7925m),Smt(20/05)"
2016,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(01/05,6000m),C2(03/05,6400m),C3(17/05,7300m),C4(18/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(27/04,6100m),C2(28/04,6640m),C3(17/05,7100m),C4(18/05,7950m),Smt(19-20/05)"
2016,S Col-SE Ridge,8850,"BC(22/04,5350m),C1(24/04,6000m),C2(25/04,6400m),C3(03/05,7300m),C4(18/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(11/04,5300m),C1(19/04,6300m),C2(30/04,6800m),C3(17/05,7300m),C4(18/05,8000m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(23/04,5350m),C2(01/01,6400m),C3(17/05,7000m),C4(18/05,7900m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(12/04,5350m),C2(30/04,6450m),C3(02/05,7100m),C4(18/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(15/04,5150m),C1(30/04,6100m),C2(6400m),C3(7100m),C4(8000m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(14/04,5280m),C2(26/04,6500m),C3(29/04,7200m),C4(17/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(15/04,6000m),C2(16/04,6500m),C3(08/05,7100m),C4(20/05,7900m),Smt(22/05)"
2016,S Col-SE Ridge,8850,"BC(04/21,5350m),C1(28/04,6000m),C2(06/05,6400m),C3(19/05,7300m),C4(20/05,8000m),Smt(21-22/05)"
2016,S Col-SE Ridge,8850,"BC(18/04,5350m),C2(24/04,6400m),C3(07/05,7100m),C4(18/05,7900m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(18/04,5350m),C2(24/04,6400m),C3(07/05,7100m),C4(18/05,7900m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(24/04,5900m),C2(25/04,6500m),C3(12/05,7100m(),C4(13/05,7900m),Smt(15/05)"
2016,S Col-SE Ridge,8850,"BC(24/04,5350m),C1(29/04),C2(01/05),C3(04/05,7200m),C4(18/05,8000m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(23/04,6000m),C2(24/04,6500m),C3(17/05,7300m),C4(18/05,7900m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(5350m),C1(6100m),C2(6400m),C3(12/05,7300m),C4(13/05,7950m),Smt(14-15,19/05)"
2016,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC(11-15/04,5350m),C1(25/04,6100m),C2(27/04,6500m),C3(17/05,7160m),C4(18/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(15/05)"
2016,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4(20/05,7950m),Smt(21/05)"
2016,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(25/04,6065m),C2(26/04,6400m),C3(16/05,7300m),C4(17/05,7950m),Smt(19/05)"
2016,S Col-SE Ridge,8850,Smt(20/05)
2016,S Col-SE Ridge,8850,Smt(15/05)
2016,S Col-SE Ridge,8850,Smt(13/05)
2016,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(19/05)"
2017,S Col-SE Ridge,8850,"BC(14/04,5350m),C1,C2,C3,C4,Smt(22,27/05)"
2017,S Col-SE Ridge,8850,See route notes
2017,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(19/04,6100m),C2(20/04,6500m),C3(14/05,7100m),C4(14/05,7900m),Smt(15-16/05)"
2017,S Col-SE Ridge,8850,"BC((12/04,5350m),C1,C2,C3,C4,Smt(20-21,23,27/05)"
2017,S Col-SE Ridge,8850,"BC(23/05,5350m),C2(25/05,6400m),C4(26/05,8000m),Smt(27/05)"
2017,S Col-SE Ridge,8850,"BC(19/04,5400m),C1(30/04,6100m),C2(01/05,6500m),C3(19/05,7200m),C4(20/05,7950m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(21,27/05)"
2017,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(6100m),C2(15/04,6500m),C3(09/05,7300m),C4(09,25/05,7900m),Smt(26/05)"
2017,S Col-SE Ridge,8850,"BC(04/04,5350m),C1(6000m),C2(6500m),C3(7200m),C4(7900m),Smt(22,25/05)"
2017,S Col-SE Ridge,8850,"BC(09/04,5400m),C1(24/04,6100m),C2(26/04,6500m),C3(24/05,7400m),C4(25/05,7950m),Smt(27/05)"
2017,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(19/04,6000m),C2(21/04,6450m),C3(19/05,7350m),C4(20/05,8000m),Smt(21-22,27)"
2017,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(21/04,6100m),C2(24/04,6400m),C3(14/05,7100m),C4(15/05,7900m),Smt(16,26/05)"
2017,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(25/04,6100m),C2(26/04,6500m),C3(23/05,7100m),C4(24/05,7900m),Smt(25/05)"
2017,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(21/04,6100m),C2(22/04,6550m),C3(19/05,7100m),C4(20/05,7900m),Smt(21,23/05)"
2017,S Col-SE Ridge,8850,"BC(20/04,5300m),C1(27/04,6100m),C2(28/04,6400m),C3(14/05,7000m),C4(15/05,7950m),Smt(16/05)"
2017,S Col-SE Ridge,8850,"BC(20/04,5350m),C1(27/04,6100m),C2(30/04,6400m),C3(19/05),C4(20/05),Smt(21-22/05)"
2017,S Col-SE Ridge,8850,"BC(09/04,5400m),C1(25/04,6100m),C2(26/04,6400m),C3(11/05,7100m),C4(21/05,7950m),Smt(22/05)"
2017,S Col-SE Ridge,8850,"BC(16/04,5400m),C1(17/04,6100m),C2(13/05,6400m),C3(15/05,7100m),C4(19/05,7950m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(23/04,6100m),C2(26/04,6500m),C3(29/04,7050m),C4(17/05,8000m),Smt(20-21/05)"
2017,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(19/04,5900m),C2(23/04,6500m),C3(20/05,7100m),C4(21/05,7950m),Smt(22/05)"
2017,S Col-SE Ridge,8850,"BC(12/04,5400m),C1(25/04,6100m),C2(27/04,6400m),C3(22/05,7100m),C4(23/05,7950m),Smt(25/05)"
2017,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(15/04,6100m),C2(18/04,6500m),C3(20/05,7300m),C4(21/05,7900m),Smt(22/05)"
2017,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(26/04,6100m),C2(27/04,6500m),C3(09/05,7100m),C4(21/05,7900m),Smt(22/05)"
2017,S Col-SE Ridge,8850,"BC(18/04,5400m),C1(25/04,6100m),C2(26/04,6500m),C3(29/04,7100m),C4(20/05,7950m),Smt(22/05)"
2017,S Col-SE Ridge,8850,"BC(19/04,5400m),C1,C2(17/05,6400m),C3(18/05,7200m),C4(19/05,7950m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(29/04,6100m),C2(30/04,6500m),C3(18/05,7300m),C4(19/05,7900m),Smt(20/05)"
2017,S Col-SE Ridge,8850,"BC(07/05,5350m),C1(08/05,6100m),C2(09/05,6500m),C3(17/05,7370m),C4(21/05,7900m),Smt(22/05)"
2017,S Col-SE Ridge,8850,"BC(11/04,5400m),C1(19/04,6100m),C2(20/04,6400m),C3(14/05,7300m),C4(15/05,7900m),Smt(16/05); C2(19/05,6400m),C4(20/05,7900m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC(24/04,5400m),C1(01/05,6100m),C2(03/05,6400m),C3(22/05,7000m),C4(23/05,7950m),Smt(25/05)"
2017,S Col-SE Ridge,8850,"BC(16/04,5400m),C1(6100m),C2(24/04,6390m),C3(20/05,7410m),C4(22/05,7950m),Smt(25/05)"
2017,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(18/04,6100m),C2(19/04,6500m),C3(21/04,7100m),C4(15/05,7900m),Smt(16/05)"
2017,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(21/04,6100m),C2(22/04,6500m),C3(18/05,7370m),C4(19/05,7900m),Smt(20/05)"
2017,S Col-SE Ridge,8850,"BC(16/04,5300m),C1,C2,C3,C4,Smt(20/05)"
2017,S Col-SE Ridge,8850,"BC(),C1(),C2(),C3(),C4(),Smt(19/05)"
2017,S Col-SE Ridge,8850,"BC(21/04,5300m),C1(01/05,6100m),C2(02/05,6500m),C3(19/05,6900m),C4(20/05,7900m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC(12/04,5300m),C1(25/04,6100m),C2(26/04,6400m),C3(18/05,7200m),C4(19/05,7900m),Smt(20,25/05)"
2017,S Col-SE Ridge,8850,"BC(23/04,5400m),C1(27/04,6000m),C2(28/04,6400m),C3(07/05,7300m),C4(19/05,7900m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC(23/04,5350m),C1,C2,C3,C4(18/05,7950m),Smt(20-22/05)"
2017,S Col-SE Ridge,8850,
2017,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(6100m),C2(6400m),C3(7300m),C4(19/05,7950m),Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(21/05)"
2017,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(16/04,6100m),C2(24/04,6400m),C3(07/05,7350m),C4(21/05,8000m),Smt(22/05)"
2017,S Col-SE Ridge,8850,Smt(21/05)
2017,S Col-SE Ridge,8850,"BC(16/04,5363m),C1(25/04,6000m),C2(26/04,6400m),C3(28/04,7300m),C4(15/05,8000m),Smt(16/05)"
2018,S Col-SE Ridge,8850,Smt(13/05)
2018,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(19-21/05)"
2018,S Col-SE Ridge,8850,"BC(16/04,5350m),C1,C2,C3,C4,Smt(20-21/05)"
2018,S Col-SE Ridge,8850,"BC(18/04,5300m),C1(08/05,5900m),C2(09/05,6400m),C3(18/05,7300m),C4(19/05,7900m),Smt(20-21/05)"
2018,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(22/04,5900m),C2(24/04,6440m),C3(17/05,7000m),C4(18/05,7900m),Smt(19/05)"
2018,S Col-SE Ridge,8850,"BC(30/03,5350m),C1(20/04,5900m),C2(22/04,6440m),C3(14/05,7000m),C4(15/05,7900m),Smt(16/05)"
2018,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(19/04,5900m),C2(21/04,6400m),C3(16/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(21/04,5900m),C2(10/05,6400m),C3(12/05,700),C4(13/05,7900m),Smt(14/05)"
2018,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(21/04,5900m),C2(23/04,6400m),C3(13/05,7000m),C4(16/05,7900m),Smt(17-18/05)"
2018,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(21/04,5900m),C2(22/04,6400m),C3(12/05,7000m),C4(13/05,7900m),Smt(14/05)"
2018,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(21/04,5900m),C2(26/04,6350m),C3(14/05,7000m),C4(15/05,7900m),Smt(16-17,21/05)"
2018,S Col-SE Ridge,8850,"BC(20/04,5350m),C1(23/04,5900m),C2(24/04,6500m),C3(13/05,7000m),C4(14/05,7900m),Smt(16/05)"
2018,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(19/04,5900m),C2(24/04,6300m),C3(02/05,7100m),C4(15/05,7900m),Smt(16/05)"
2018,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(5900m),C2(23/04,6440m),C3(7000m),C4(14/05,7900m),Smt(24/05)"
2018,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(5900m),C2(6400m),C3(7000m),C4(7900m),Smt(14,16,19/05)"
2018,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(23/04,5900m),C2(24/04,6400m),C3(30/04,7000m),C4(15/05,7900m),Smt(16-17/05)"
2018,S Col-SE Ridge,8850,"BC(20/04,5350m),C1(27/04,5900m),C2(28/04,6400m),C3(18/05,7000m),C4(19/05,7900m),Smt(20-21/05)"
2018,S Col-SE Ridge,8850,"BC(19/04,5300m),C1(25/04,5900m),C2(26/04,6400m),C3(07/05,7200m),C4(16/05,7900m),Smt(17/05)"
2018,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(6000m),C2(25/04,6390m),C3(12/05,6905m),C4(13/05,7900m),Smt(14,16/05)"
2018,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(21/04,6080m),C2(22/04,6490m),C3(12/05,7060m),C4(13/05,7900m),Smt(14/05)"
2018,S Col-SE Ridge,8850,"BC(26/04,5350m),C1(04/05,5900m),C2(05/05,6400m),C3(16/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(19-20/05)"
2018,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(21/04,5900m),C2(01/05,6400m),C3(17/05,7000m),C4(18/05,7900m),Smt(19-20/05)"
2018,S Col-SE Ridge,8850,"BC(05/04,5350m),C1(12/04,5900m),C2(14/04,6440m),C3(24/04,7000m),C4(20/05,7900m),Smt(21-22/05)"
2018,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(27/04,5900m),C2(29/04,6440m),C3(20/05,7000m),C4(21/05,7900m),Smt(23/05)"
2018,S Col-SE Ridge,8850,"BC(05/04,5350m),C2(19/04,6400m),C3(15/05),C4(16/05,7900m),Smt(17/05)"
2018,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(5900m),C2(6440m),C3(7000m),C4(7900m),Smt(16-19/05)"
2018,S Col-SE Ridge,8850,"BC(5350m),C1(5900m),C2(6400m),C3(7200m),C4(7900),Smt(16-19,22/05)"
2018,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(23/04,5900m),C2(26/04,6440m),C3(19/05,7000m),C4(20/05,7900m),Smt(22/05)"
2018,S Col-SE Ridge,8850,"BC(22/04,5350m),C1(5900m),C2(01/05,6400m),C3(03/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(18/04,5350m),C1(30/04,5900m),C2(01/05,6400m),C3(02/05,7000m),C4(17/05,7900m),Smt(19/05)"
2018,S Col-SE Ridge,8850,"BC(16/04,5350m),C127/04,5900m(),C2(05/05,6440m),C3(18/05,7000m),C4(19/05,7900m),Smt(20/05)"
2018,S Col-SE Ridge,8850,"BC(16/04,5370m),C1(26/04,6000m),C2(27/04,6500m),C3(17/05,7000m),C4(18/05,7900m),Smt(19/05)"
2018,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(26/04,5900m),C2(27/04,6400m),C3(29/04,7200m),C4(18/05,7900m),Smt(19/05)"
2018,S Col-SE Ridge,8850,"BC(28/04,5350m),C1(30/04,5900m),C2(01/05,6400m),C3(15/05,7000m),C4(16/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(26/04,5350m),C1(30/04,5900m),C2(01/05,6400m),C3(07/05,7000m),C4(22/05,7900m),Smt(23/05)"
2018,S Col-SE Ridge,8850,"BC(12/04m5350m),C1(19/04,5900m),C2(28/04,6440m),C3(19/05,7100m),C4(20/05,7900m),Smt(21/05)"
2018,S Col-SE Ridge,8850,"BC(18/84,5350m),C1(5900m),C2(25/04,6400m),C3(16/05,7000m),C4(17/05,7900m),Smt(18/05)"
